code	primaryCategory	secondaryCategory
F-YY006	NECROPSY, FINAL	Function
F-85002	NECROPSY, FINAL	Function
F-31000	NECROPSY, FINAL	Function
F-12700	NECROPSY, FINAL	Function
F-31030	NECROPSY, FINAL	Function
F-32350	NECROPSY, FINAL	Function
F-89002	NECROPSY, FINAL	Function
F-00001	NECROPSY, FINAL	Function
F-79050	NECROPSY, FINAL	Function
F-31010	NECROPSY, FINAL	Function
F-79080	NECROPSY, FINAL	Function
F-79010	NECROPSY, FINAL	Function
D-63310	NECROPSY, FINAL	Disease
D-Y0007	NECROPSY, FINAL	Disease
D-YY036	NECROPSY, FINAL	Disease
D-71161	NECROPSY, FINAL	Disease
D-07200	NECROPSY, FINAL	Disease
D-71202	NECROPSY, FINAL	Disease
D-40130	NECROPSY, FINAL	Disease
D-63100	NECROPSY, FINAL	Disease
D-40120	NECROPSY, FINAL	Disease
D-E0002	NECROPSY, FINAL	Disease
D-50356	NECROPSY, FINAL	Disease
D-25130	NECROPSY, FINAL	Disease
D-72110	NECROPSY, FINAL	Disease
D-10200	NECROPSY, FINAL	Disease
D-00110	NECROPSY, FINAL	Disease
D-YY010	NECROPSY, FINAL	Disease
D-YY009	NECROPSY, FINAL	Disease
D-YY011	NECROPSY, FINAL	Disease
D-01100	NECROPSY, FINAL	Disease
T-00010	NECROPSY, FINAL	Topography
T-08000	NECROPSY, FINAL	Topography
T-87000	NECROPSY, FINAL	Topography
T-32500	NECROPSY, FINAL	Topography
T-33010	NECROPSY, FINAL	Topography
T-59010	NECROPSY, FINAL	Topography
T-X3010	NECROPSY, FINAL	Topography
T-59000	NECROPSY, FINAL	Topography
T-64200	NECROPSY, FINAL	Topography
T-78000	NECROPSY, FINAL	Topography
T-08340	NECROPSY, FINAL	Topography
T-15555	NECROPSY, FINAL	Topography
T-11440	NECROPSY, FINAL	Topography
T-50100	NECROPSY, FINAL	Topography
T-31000	NECROPSY, FINAL	Topography
T-Y2400	NECROPSY, FINAL	Topography
T-04300	NECROPSY, FINAL	Topography
T-10600	NECROPSY, FINAL	Topography
T-08560	NECROPSY, FINAL	Topography
T-85000	NECROPSY, FINAL	Topography
T-41000	NECROPSY, FINAL	Topography
T-28800	NECROPSY, FINAL	Topography
T-00001	NECROPSY, FINAL	Topography
T-07030	NECROPSY, FINAL	Topography
T-Y9800	NECROPSY, FINAL	Topography
T-67960	NECROPSY, FINAL	Topography
T-34000	NECROPSY, FINAL	Topography
T-11410	NECROPSY, FINAL	Topography
T-X0900	NECROPSY, FINAL	Topography
T-58010	NECROPSY, FINAL	Topography
T-10195	NECROPSY, FINAL	Topography
T-10020	NECROPSY, FINAL	Topography
T-77800	NECROPSY, FINAL	Topography
T-03450	NECROPSY, FINAL	Topography
T-08670	NECROPSY, FINAL	Topography
T-XX360	NECROPSY, FINAL	Topography
T-10500	NECROPSY, FINAL	Topography
T-XX050	NECROPSY, FINAL	Topography
T-64081	NECROPSY, FINAL	Topography
T-02810	NECROPSY, FINAL	Topography
T-03420	NECROPSY, FINAL	Topography
T-02130	NECROPSY, FINAL	Topography
T-10350	NECROPSY, FINAL	Topography
T-XX610	NECROPSY, FINAL	Topography
T-Y2100	NECROPSY, FINAL	Topography
T-02104	NECROPSY, FINAL	Topography
T-04010	NECROPSY, FINAL	Topography
T-02851	NECROPSY, FINAL	Topography
T-77510	NECROPSY, FINAL	Topography
T-02470	NECROPSY, FINAL	Topography
T-Y1800	NECROPSY, FINAL	Topography
T-88300	NECROPSY, FINAL	Topography
T-63920	NECROPSY, FINAL	Topography
T-50136	NECROPSY, FINAL	Topography
T-56210	NECROPSY, FINAL	Topography
T-96200	NECROPSY, FINAL	Topography
T-71080	NECROPSY, FINAL	Topography
T-25100	NECROPSY, FINAL	Topography
T-89480	NECROPSY, FINAL	Topography
T-11310	NECROPSY, FINAL	Topography
T-34400	NECROPSY, FINAL	Topography
T-11540	NECROPSY, FINAL	Topography
T-YY871	NECROPSY, FINAL	Topography
T-6Y100	NECROPSY, FINAL	Topography
T-Y9420	NECROPSY, FINAL	Topography
M-50070	NECROPSY, FINAL	Morphology
M-04090	NECROPSY, FINAL	Morphology
M-72200	NECROPSY, FINAL	Morphology
M-47180	NECROPSY, FINAL	Morphology
M-54310	NECROPSY, FINAL	Morphology
M-69500	NECROPSY, FINAL	Morphology
M-34310	NECROPSY, FINAL	Morphology
M-YY001	NECROPSY, FINAL	Morphology
M-26500	NECROPSY, FINAL	Morphology
M-31500	NECROPSY, FINAL	Morphology
M-02510	NECROPSY, FINAL	Morphology
M-58170	NECROPSY, FINAL	Morphology
M-52000	NECROPSY, FINAL	Morphology
M-34350	NECROPSY, FINAL	Morphology
M-42000	NECROPSY, FINAL	Morphology
M-76000	NECROPSY, FINAL	Morphology
M-44400	NECROPSY, FINAL	Morphology
M-36101	NECROPSY, FINAL	Morphology
M-37001	NECROPSY, FINAL	Morphology
M-36810	NECROPSY, FINAL	Morphology
M-74300	NECROPSY, FINAL	Morphology
M-46700	NECROPSY, FINAL	Morphology
M-54730	NECROPSY, FINAL	Morphology
M-76520	NECROPSY, FINAL	Morphology
M-YY018	NECROPSY, FINAL	Morphology
M-40032	NECROPSY, FINAL	Morphology
M-40700	NECROPSY, FINAL	Morphology
M-72001	NECROPSY, FINAL	Morphology
M-40701	NECROPSY, FINAL	Morphology
M-49090	NECROPSY, FINAL	Morphology
M-41401	NECROPSY, FINAL	Morphology
M-20000	NECROPSY, FINAL	Morphology
M-58030	NECROPSY, FINAL	Morphology
M-13510	NECROPSY, FINAL	Morphology
M-80502	NECROPSY, FINAL	Morphology
M-36530	NECROPSY, FINAL	Morphology
M-09250	NECROPSY, FINAL	Morphology
M-35303	NECROPSY, FINAL	Morphology
M-12800	NECROPSY, FINAL	Morphology
M-13016	NECROPSY, FINAL	Morphology
M-13500	NECROPSY, FINAL	Morphology
M-44180	NECROPSY, FINAL	Morphology
M-80600	NECROPSY, FINAL	Morphology
M-01110	NECROPSY, FINAL	Morphology
M-48830	NECROPSY, FINAL	Morphology
M-31760	NECROPSY, FINAL	Morphology
M-32470	NECROPSY, FINAL	Morphology
M-49160	NECROPSY, FINAL	Morphology
M-14310	NECROPSY, FINAL	Morphology
M-YY024	NECROPSY, FINAL	Morphology
M-98003	NECROPSY, FINAL	Morphology
M-47000	NECROPSY, FINAL	Morphology
E-45960	NECROPSY, FINAL	Etiology
E-24200	NECROPSY, FINAL	Etiology
E-16860	NECROPSY, FINAL	Etiology
E-43010	NECROPSY, FINAL	Etiology
E-13713	NECROPSY, FINAL	Etiology
E-48730	NECROPSY, FINAL	Etiology
E-51670	NECROPSY, FINAL	Etiology
E-15200	NECROPSY, FINAL	Etiology
F-YYGRE	NECROPSY, FINAL	Function
F-31320	NECROPSY, FINAL	Function
F-53863	NECROPSY, FINAL	Function
F-53854	NECROPSY, FINAL	Function
F-66103	NECROPSY, FINAL	Function
F-Y1805	NECROPSY, FINAL	Function
F-60430	NECROPSY, FINAL	Function
F-79020	NECROPSY, FINAL	Function
F-03433	NECROPSY, FINAL	Function
F-70060	NECROPSY, FINAL	Function
F-30030	NECROPSY, FINAL	Function
F-81430	NECROPSY, FINAL	Function
F-01910	NECROPSY, FINAL	Function
F-72240	NECROPSY, FINAL	Function
D-68045	NECROPSY, FINAL	Disease
D-07600	NECROPSY, FINAL	Disease
D-07620	NECROPSY, FINAL	Disease
D-53250	NECROPSY, FINAL	Disease
D-41700	NECROPSY, FINAL	Disease
D-07280	NECROPSY, FINAL	Disease
D-58644	NECROPSY, FINAL	Disease
D-91000	NECROPSY, FINAL	Disease
D-90100	NECROPSY, FINAL	Disease
D-10110	NECROPSY, FINAL	Disease
D-38912	NECROPSY, FINAL	Disease
D-71000	NECROPSY, FINAL	Disease
D-73520	NECROPSY, FINAL	Disease
D-A7630	NECROPSY, FINAL	Disease
D-07590	NECROPSY, FINAL	Disease
D-Y3700	NECROPSY, FINAL	Disease
P-12200	NECROPSY, FINAL	Procedure
J-YSIVV	NECROPSY, FINAL	Occupation
T-87020	NECROPSY, FINAL	Topography
T-87010	NECROPSY, FINAL	Topography
T-Y4220	NECROPSY, FINAL	Topography
T-93000	NECROPSY, FINAL	Topography
T-26000	NECROPSY, FINAL	Topography
T-76000	NECROPSY, FINAL	Topography
T-63850	NECROPSY, FINAL	Topography
T-X4100	NECROPSY, FINAL	Topography
T-08610	NECROPSY, FINAL	Topography
T-12720	NECROPSY, FINAL	Topography
T-84100	NECROPSY, FINAL	Topography
T-71300	NECROPSY, FINAL	Topography
T-33400	NECROPSY, FINAL	Topography
T-32100	NECROPSY, FINAL	Topography
T-34300	NECROPSY, FINAL	Topography
T-03000	NECROPSY, FINAL	Topography
T-58500	NECROPSY, FINAL	Topography
T-12700	NECROPSY, FINAL	Topography
T-X1115	NECROPSY, FINAL	Topography
T-81920	NECROPSY, FINAL	Topography
T-X1120	NECROPSY, FINAL	Topography
T-12040	NECROPSY, FINAL	Topography
T-50120	NECROPSY, FINAL	Topography
T-03830	NECROPSY, FINAL	Topography
T-33260	NECROPSY, FINAL	Topography
T-02424	NECROPSY, FINAL	Topography
T-68010	NECROPSY, FINAL	Topography
T-11700	NECROPSY, FINAL	Topography
T-51000	NECROPSY, FINAL	Topography
T-X9001	NECROPSY, FINAL	Topography
T-02830	NECROPSY, FINAL	Topography
T-11740	NECROPSY, FINAL	Topography
T-67090	NECROPSY, FINAL	Topography
T-18740	NECROPSY, FINAL	Topography
T-14400	NECROPSY, FINAL	Topography
T-79300	NECROPSY, FINAL	Topography
T-10170	NECROPSY, FINAL	Topography
T-X2400	NECROPSY, FINAL	Topography
T-02490	NECROPSY, FINAL	Topography
T-Y8500	NECROPSY, FINAL	Topography
T-11400	NECROPSY, FINAL	Topography
T-Y4300	NECROPSY, FINAL	Topography
T-03300	NECROPSY, FINAL	Topography
T-12800	NECROPSY, FINAL	Topography
T-71330	NECROPSY, FINAL	Topography
T-12051	NECROPSY, FINAL	Topography
T-72020	NECROPSY, FINAL	Topography
T-Y9100	NECROPSY, FINAL	Topography
T-86300	NECROPSY, FINAL	Topography
T-32020	NECROPSY, FINAL	Topography
T-03100	NECROPSY, FINAL	Topography
T-63230	NECROPSY, FINAL	Topography
T-10740	NECROPSY, FINAL	Topography
T-Y9740	NECROPSY, FINAL	Topography
T-Y5000	NECROPSY, FINAL	Topography
T-33320	NECROPSY, FINAL	Topography
T-11560	NECROPSY, FINAL	Topography
T-Y9220	NECROPSY, FINAL	Topography
T-Y8300	NECROPSY, FINAL	Topography
T-Y8010	NECROPSY, FINAL	Topography
T-14110	NECROPSY, FINAL	Topography
T-28780	NECROPSY, FINAL	Topography
T-10310	NECROPSY, FINAL	Topography
M-52600	NECROPSY, FINAL	Morphology
M-04040	NECROPSY, FINAL	Morphology
M-50230	NECROPSY, FINAL	Morphology
M-38001	NECROPSY, FINAL	Morphology
M-03010	NECROPSY, FINAL	Morphology
M-01400	NECROPSY, FINAL	Morphology
M-33030	NECROPSY, FINAL	Morphology
M-57210	NECROPSY, FINAL	Morphology
M-72710	NECROPSY, FINAL	Morphology
M-77600	NECROPSY, FINAL	Morphology
M-75400	NECROPSY, FINAL	Morphology
M-36300	NECROPSY, FINAL	Morphology
M-78600	NECROPSY, FINAL	Morphology
M-47140	NECROPSY, FINAL	Morphology
M-34210	NECROPSY, FINAL	Morphology
M-55110	NECROPSY, FINAL	Morphology
M-54720	NECROPSY, FINAL	Morphology
M-20300	NECROPSY, FINAL	Morphology
M-49401	NECROPSY, FINAL	Morphology
M-52110	NECROPSY, FINAL	Morphology
M-34300	NECROPSY, FINAL	Morphology
M-82200	NECROPSY, FINAL	Morphology
M-00100	NECROPSY, FINAL	Morphology
M-40200	NECROPSY, FINAL	Morphology
M-43080	NECROPSY, FINAL	Morphology
M-81406	NECROPSY, FINAL	Morphology
M-70800	NECROPSY, FINAL	Morphology
M-40040	NECROPSY, FINAL	Morphology
M-58600	NECROPSY, FINAL	Morphology
M-37010	NECROPSY, FINAL	Morphology
M-33010	NECROPSY, FINAL	Morphology
M-50080	NECROPSY, FINAL	Morphology
M-39300	NECROPSY, FINAL	Morphology
M-31190	NECROPSY, FINAL	Morphology
M-49210	NECROPSY, FINAL	Morphology
M-54110	NECROPSY, FINAL	Morphology
M-57500	NECROPSY, FINAL	Morphology
M-29360	NECROPSY, FINAL	Morphology
M-80901	NECROPSY, FINAL	Morphology
M-72060	NECROPSY, FINAL	Morphology
M-03250	NECROPSY, FINAL	Morphology
M-35102	NECROPSY, FINAL	Morphology
M-12100	NECROPSY, FINAL	Morphology
M-20400	NECROPSY, FINAL	Morphology
M-70110	NECROPSY, FINAL	Morphology
M-YY020	NECROPSY, FINAL	Morphology
M-36141	NECROPSY, FINAL	Morphology
M-80500	NECROPSY, FINAL	Morphology
M-12200	NECROPSY, FINAL	Morphology
M-24400	NECROPSY, FINAL	Morphology
M-35132	NECROPSY, FINAL	Morphology
M-14020	NECROPSY, FINAL	Morphology
M-46050	NECROPSY, FINAL	Morphology
M-33110	NECROPSY, FINAL	Morphology
E-YY002	NECROPSY, FINAL	Etiology
E-YY177	NECROPSY, FINAL	Etiology
E-44181	NECROPSY, FINAL	Etiology
E-40800	NECROPSY, FINAL	Etiology
E-40810	NECROPSY, FINAL	Etiology
E-56400	NECROPSY, FINAL	Etiology
E-48720	NECROPSY, FINAL	Etiology
E-YY183	NECROPSY, FINAL	Etiology
E-30100	NECROPSY, FINAL	Etiology
E-90600	NECROPSY, FINAL	Etiology
E-10070	NECROPSY, FINAL	Etiology
E-15870	NECROPSY, FINAL	Etiology
F-31600	NECROPSY, FINAL	Function
F-89702	NECROPSY, FINAL	Function
F-11230	NECROPSY, FINAL	Function
F-34280	NECROPSY, FINAL	Function
F-31230	NECROPSY, FINAL	Function
F-33020	NECROPSY, FINAL	Function
F-35680	NECROPSY, FINAL	Function
F-31040	NECROPSY, FINAL	Function
D-76000	NECROPSY, FINAL	Disease
D-14000	NECROPSY, FINAL	Disease
D-06640	NECROPSY, FINAL	Disease
D-40100	NECROPSY, FINAL	Disease
D-71240	NECROPSY, FINAL	Disease
D-YY007	NECROPSY, FINAL	Disease
D-85100	NECROPSY, FINAL	Disease
D-51010	NECROPSY, FINAL	Disease
D-63430	NECROPSY, FINAL	Disease
D-15063	NECROPSY, FINAL	Disease
D-31500	NECROPSY, FINAL	Disease
D-80820	NECROPSY, FINAL	Disease
D-75710	NECROPSY, FINAL	Disease
D-Y6300	NECROPSY, FINAL	Disease
D-10100	NECROPSY, FINAL	Disease
D-70500	NECROPSY, FINAL	Disease
P-6326Y	NECROPSY, FINAL	Procedure
P-11020	NECROPSY, FINAL	Procedure
J-CB554	NECROPSY, FINAL	Occupation
T-98000	NECROPSY, GROSS	Topography
T-67000	NECROPSY, GROSS	Topography
T-63950	NECROPSY, GROSS	Topography
T-12710	NECROPSY, GROSS	Topography
T-Y4400	NECROPSY, GROSS	Topography
T-08510	NECROPSY, GROSS	Topography
T-50110	NECROPSY, GROSS	Topography
T-50120	NECROPSY, GROSS	Topography
T-02480	NECROPSY, GROSS	Topography
T-38000	NECROPSY, GROSS	Topography
T-Y4500	NECROPSY, GROSS	Topography
T-10510	NECROPSY, GROSS	Topography
T-67960	NECROPSY, GROSS	Topography
T-XX530	NECROPSY, GROSS	Topography
T-10195	NECROPSY, GROSS	Topography
T-88800	NECROPSY, GROSS	Topography
T-58010	NECROPSY, GROSS	Topography
T-12000	NECROPSY, GROSS	Topography
T-08340	NECROPSY, GROSS	Topography
T-50500	NECROPSY, GROSS	Topography
T-U4000	NECROPSY, GROSS	Topography
T-71900	NECROPSY, GROSS	Topography
T-01300	NECROPSY, GROSS	Topography
T-50010	NECROPSY, GROSS	Topography
T-71080	NECROPSY, GROSS	Topography
T-02121	NECROPSY, GROSS	Topography
T-71020	NECROPSY, GROSS	Topography
T-X2400	NECROPSY, GROSS	Topography
T-11431	NECROPSY, GROSS	Topography
T-Y1231	NECROPSY, GROSS	Topography
T-03460	NECROPSY, GROSS	Topography
T-02151	NECROPSY, GROSS	Topography
T-2Y600	NECROPSY, GROSS	Topography
T-Y1800	NECROPSY, GROSS	Topography
T-28600	NECROPSY, GROSS	Topography
T-00021	NECROPSY, GROSS	Topography
T-63910	NECROPSY, GROSS	Topography
T-78010	NECROPSY, GROSS	Topography
M-71000	NECROPSY, GROSS	Morphology
M-58000	NECROPSY, GROSS	Morphology
M-52600	NECROPSY, GROSS	Morphology
M-49000	NECROPSY, GROSS	Morphology
M-33400	NECROPSY, GROSS	Morphology
M-34220	NECROPSY, GROSS	Morphology
M-46420	NECROPSY, GROSS	Morphology
M-79500	NECROPSY, GROSS	Morphology
M-82200	NECROPSY, GROSS	Morphology
M-43000	NECROPSY, GROSS	Morphology
M-31510	NECROPSY, GROSS	Morphology
M-36360	NECROPSY, GROSS	Morphology
M-04050	NECROPSY, GROSS	Morphology
M-03250	NECROPSY, GROSS	Morphology
M-31130	NECROPSY, GROSS	Morphology
M-01380	NECROPSY, GROSS	Morphology
M-58170	NECROPSY, GROSS	Morphology
M-00030	NECROPSY, GROSS	Morphology
M-50080	NECROPSY, GROSS	Morphology
M-49401	NECROPSY, GROSS	Morphology
M-44000	NECROPSY, GROSS	Morphology
M-44001	NECROPSY, GROSS	Morphology
M-33350	NECROPSY, GROSS	Morphology
M-30010	NECROPSY, GROSS	Morphology
M-35100	NECROPSY, GROSS	Morphology
M-43030	NECROPSY, GROSS	Morphology
M-14030	NECROPSY, GROSS	Morphology
M-57100	NECROPSY, GROSS	Morphology
M-39800	NECROPSY, GROSS	Morphology
M-49910	NECROPSY, GROSS	Morphology
M-80003	NECROPSY, GROSS	Morphology
M-36102	NECROPSY, GROSS	Morphology
M-39300	NECROPSY, GROSS	Morphology
M-36504	NECROPSY, GROSS	Morphology
M-41650	NECROPSY, GROSS	Morphology
M-14116	NECROPSY, GROSS	Morphology
M-88003	NECROPSY, GROSS	Morphology
M-55100	NECROPSY, GROSS	Morphology
E-56400	NECROPSY, GROSS	Etiology
E-84370	NECROPSY, GROSS	Etiology
E-80610	NECROPSY, GROSS	Etiology
F-31680	NECROPSY, GROSS	Function
F-94010	NECROPSY, GROSS	Function
F-C7231	NECROPSY, GROSS	Function
F-YY014	NECROPSY, GROSS	Function
F-01740	NECROPSY, GROSS	Function
D-70100	NECROPSY, GROSS	Disease
D-45270	NECROPSY, GROSS	Disease
D-23810	NECROPSY, GROSS	Disease
D-85100	NECROPSY, GROSS	Disease
D-44110	NECROPSY, GROSS	Disease
D-72010	NECROPSY, GROSS	Disease
D-77200	NECROPSY, GROSS	Disease
D-30000	NECROPSY, GROSS	Disease
D-31510	NECROPSY, GROSS	Disease
D-Y1290	NECROPSY, GROSS	Disease
D-06679	NECROPSY, GROSS	Disease
P-N5705	NECROPSY, GROSS	Procedure
J-84370	NECROPSY, GROSS	Occupation
T-00010	NECROPSY, GROSS	Topography
T-64000	NECROPSY, GROSS	Topography
T-54010	NECROPSY, GROSS	Topography
T-64200	NECROPSY, GROSS	Topography
T-13000	NECROPSY, GROSS	Topography
T-Y2400	NECROPSY, GROSS	Topography
T-XX000	NECROPSY, GROSS	Topography
T-57000	NECROPSY, GROSS	Topography
T-65200	NECROPSY, GROSS	Topography
T-96000	NECROPSY, GROSS	Topography
T-60110	NECROPSY, GROSS	Topography
T-X0910	NECROPSY, GROSS	Topography
T-15555	NECROPSY, GROSS	Topography
T-61100	NECROPSY, GROSS	Topography
T-Y4230	NECROPSY, GROSS	Topography
T-84000	NECROPSY, GROSS	Topography
T-X1600	NECROPSY, GROSS	Topography
T-Y8700	NECROPSY, GROSS	Topography
T-24100	NECROPSY, GROSS	Topography
T-25000	NECROPSY, GROSS	Topography
T-72000	NECROPSY, GROSS	Topography
T-10740	NECROPSY, GROSS	Topography
T-10090	NECROPSY, GROSS	Topography
T-03480	NECROPSY, GROSS	Topography
T-24010	NECROPSY, GROSS	Topography
T-42300	NECROPSY, GROSS	Topography
T-64310	NECROPSY, GROSS	Topography
T-82200	NECROPSY, GROSS	Topography
T-54180	NECROPSY, GROSS	Topography
T-54190	NECROPSY, GROSS	Topography
T-12330	NECROPSY, GROSS	Topography
T-X2060	NECROPSY, GROSS	Topography
T-7X420	NECROPSY, GROSS	Topography
T-02630	NECROPSY, GROSS	Topography
T-02851	NECROPSY, GROSS	Topography
T-55000	NECROPSY, GROSS	Topography
T-Y1310	NECROPSY, GROSS	Topography
T-11410	NECROPSY, GROSS	Topography
T-01400	NECROPSY, GROSS	Topography
T-28500	NECROPSY, GROSS	Topography
T-YY893	NECROPSY, GROSS	Topography
T-48810	NECROPSY, GROSS	Topography
T-XY100	NECROPSY, GROSS	Topography
T-01520	NECROPSY, GROSS	Topography
T-6Y050	NECROPSY, GROSS	Topography
T-Y9410	NECROPSY, GROSS	Topography
M-55400	NECROPSY, GROSS	Morphology
M-40000	NECROPSY, GROSS	Morphology
M-57700	NECROPSY, GROSS	Morphology
M-01400	NECROPSY, GROSS	Morphology
M-55430	NECROPSY, GROSS	Morphology
M-54700	NECROPSY, GROSS	Morphology
M-03000	NECROPSY, GROSS	Morphology
M-37100	NECROPSY, GROSS	Morphology
M-01100	NECROPSY, GROSS	Morphology
M-80500	NECROPSY, GROSS	Morphology
M-13500	NECROPSY, GROSS	Morphology
M-03003	NECROPSY, GROSS	Morphology
M-32710	NECROPSY, GROSS	Morphology
M-53130	NECROPSY, GROSS	Morphology
M-10400	NECROPSY, GROSS	Morphology
M-31400	NECROPSY, GROSS	Morphology
M-31050	NECROPSY, GROSS	Morphology
M-00100	NECROPSY, GROSS	Morphology
M-30460	NECROPSY, GROSS	Morphology
M-97310	NECROPSY, GROSS	Morphology
M-50070	NECROPSY, GROSS	Morphology
M-36370	NECROPSY, GROSS	Morphology
M-47170	NECROPSY, GROSS	Morphology
M-46700	NECROPSY, GROSS	Morphology
M-54360	NECROPSY, GROSS	Morphology
M-36330	NECROPSY, GROSS	Morphology
M-41000	NECROPSY, GROSS	Morphology
M-80600	NECROPSY, GROSS	Morphology
M-12300	NECROPSY, GROSS	Morphology
M-13510	NECROPSY, GROSS	Morphology
M-X1114	NECROPSY, GROSS	Morphology
M-02760	NECROPSY, GROSS	Morphology
M-34000	NECROPSY, GROSS	Morphology
M-33060	NECROPSY, GROSS	Morphology
M-14040	NECROPSY, GROSS	Morphology
M-57140	NECROPSY, GROSS	Morphology
M-12110	NECROPSY, GROSS	Morphology
E-43000	NECROPSY, GROSS	Etiology
E-45970	NECROPSY, GROSS	Etiology
M-36100	NECROPSY, GROSS	Function
F-YY015	NECROPSY, GROSS	Function
F-31320	NECROPSY, GROSS	Function
F-11826	NECROPSY, GROSS	Function
F-11230	NECROPSY, GROSS	Function
F-00001	NECROPSY, GROSS	Function
F-31020	NECROPSY, GROSS	Function
F-Y4430	NECROPSY, GROSS	Function
F-YYSEV	NECROPSY, GROSS	Function
D-07360	NECROPSY, GROSS	Disease
D-06560	NECROPSY, GROSS	Disease
D-28101	NECROPSY, GROSS	Disease
D-YY002	NECROPSY, GROSS	Disease
D-40100	NECROPSY, GROSS	Disease
D-52310	NECROPSY, GROSS	Disease
D-01880	NECROPSY, GROSS	Disease
D-46150	NECROPSY, GROSS	Disease
D-46000	NECROPSY, GROSS	Disease
D-16021	NECROPSY, GROSS	Disease
D-YY003	NECROPSY, GROSS	Disease
P-10000	NECROPSY, GROSS	Procedure
P-16400	NECROPSY, GROSS	Procedure
J-YSIVV	NECROPSY, GROSS	Occupation
T-32600	NECROPSY, GROSS	Topography
T-63000	NECROPSY, GROSS	Topography
T-82000	NECROPSY, GROSS	Topography
T-Y1700	NECROPSY, GROSS	Topography
T-74000	NECROPSY, GROSS	Topography
T-88100	NECROPSY, GROSS	Topography
T-10101	NECROPSY, GROSS	Topography
T-64910	NECROPSY, GROSS	Topography
T-87000	NECROPSY, GROSS	Topography
T-81000	NECROPSY, GROSS	Topography
T-28800	NECROPSY, GROSS	Topography
T-42000	NECROPSY, GROSS	Topography
T-77100	NECROPSY, GROSS	Topography
T-Y0100	NECROPSY, GROSS	Topography
T-Y9200	NECROPSY, GROSS	Topography
T-57940	NECROPSY, GROSS	Topography
T-64300	NECROPSY, GROSS	Topography
T-77500	NECROPSY, GROSS	Topography
T-XX810	NECROPSY, GROSS	Topography
T-03400	NECROPSY, GROSS	Topography
T-X6000	NECROPSY, GROSS	Topography
T-0X000	NECROPSY, GROSS	Topography
T-Y6221	NECROPSY, GROSS	Topography
T-63520	NECROPSY, GROSS	Topography
T-52000	NECROPSY, GROSS	Topography
T-08360	NECROPSY, GROSS	Topography
T-28900	NECROPSY, GROSS	Topography
T-67800	NECROPSY, GROSS	Topography
T-11500	NECROPSY, GROSS	Topography
T-14400	NECROPSY, GROSS	Topography
T-28400	NECROPSY, GROSS	Topography
T-02100	NECROPSY, GROSS	Topography
T-86000	NECROPSY, GROSS	Topography
T-Y8800	NECROPSY, GROSS	Topography
T-32500	NECROPSY, GROSS	Topography
T-14550	NECROPSY, GROSS	Topography
T-Y0006	NECROPSY, GROSS	Topography
T-07030	NECROPSY, GROSS	Topography
T-X2020	NECROPSY, GROSS	Topography
T-14730	NECROPSY, GROSS	Topography
T-81010	NECROPSY, GROSS	Topography
T-63600	NECROPSY, GROSS	Topography
T-12750	NECROPSY, GROSS	Topography
T-02850	NECROPSY, GROSS	Topography
T-02650	NECROPSY, GROSS	Topography
T-49100	NECROPSY, GROSS	Topography
T-11710	NECROPSY, GROSS	Topography
T-Y1130	NECROPSY, GROSS	Topography
T-93200	NECROPSY, GROSS	Topography
T-34000	NECROPSY, GROSS	Topography
T-36000	NECROPSY, GROSS	Topography
T-YY470	NECROPSY, GROSS	Topography
T-97000	NECROPSY, GROSS	Topography
T-18422	NECROPSY, GROSS	Topography
T-71010	NECROPSY, GROSS	Topography
T-08320	NECROPSY, GROSS	Topography
T-Y8600	NECROPSY, GROSS	Topography
T-Y1605	NECROPSY, GROSS	Topography
T-XX822	NECROPSY, GROSS	Topography
T-32020	NECROPSY, GROSS	Topography
T-87010	NECROPSY, GROSS	Topography
T-94020	NECROPSY, GROSS	Topography
M-40030	NECROPSY, GROSS	Morphology
M-76500	NECROPSY, GROSS	Morphology
M-49430	NECROPSY, GROSS	Morphology
M-54310	NECROPSY, GROSS	Morphology
M-41740	NECROPSY, GROSS	Morphology
M-04000	NECROPSY, GROSS	Morphology
M-76800	NECROPSY, GROSS	Morphology
M-88900	NECROPSY, GROSS	Morphology
M-YY021	NECROPSY, GROSS	Morphology
M-21300	NECROPSY, GROSS	Morphology
M-75300	NECROPSY, GROSS	Morphology
M-79900	NECROPSY, GROSS	Morphology
M-13550	NECROPSY, GROSS	Morphology
M-37010	NECROPSY, GROSS	Morphology
M-36550	NECROPSY, GROSS	Morphology
M-49402	NECROPSY, GROSS	Morphology
M-59030	NECROPSY, GROSS	Morphology
M-30400	NECROPSY, GROSS	Morphology
M-40003	NECROPSY, GROSS	Morphology
M-52120	NECROPSY, GROSS	Morphology
M-40400	NECROPSY, GROSS	Morphology
M-34210	NECROPSY, GROSS	Morphology
M-06000	NECROPSY, GROSS	Morphology
M-49001	NECROPSY, GROSS	Morphology
M-50002	NECROPSY, GROSS	Morphology
M-34350	NECROPSY, GROSS	Morphology
M-32800	NECROPSY, GROSS	Morphology
M-74100	NECROPSY, GROSS	Morphology
M-32700	NECROPSY, GROSS	Morphology
M-13000	NECROPSY, GROSS	Morphology
M-81700	NECROPSY, GROSS	Morphology
M-40700	NECROPSY, GROSS	Morphology
M-YY724	NECROPSY, GROSS	Morphology
M-36670	NECROPSY, GROSS	Morphology
M-02000	NECROPSY, GROSS	Morphology
M-YY023	NECROPSY, GROSS	Morphology
M-YY019	NECROPSY, GROSS	Morphology
