code	meaning
T-32600	LEFT VENTRICLE, NOS
T-33010	MYOCARDIUM, NOS
T-33260	PAPILLARY MUSCLE, NOS
T-33300	MYOCARDIUM OF RIGHT VENTRICLE
T-33320	ANTERIOR PAPILLARY MUSCLE OF RIGHT VENTRICLE
T-33400	MYOCARDIUM OF LEFT VENTRICLE
T-33410	PAPILLARY MUSCLES OF LEFT VENTRICLE
T-33500	MYOCARDIUM OF VENTRICULAR SEPTUM
T-33600	CARDIAC CONDUCTION SYSTEM, NOS
T-33700	SINOATRIAL NODE
T-33800	ATRIOVENTRICULAR NODE
T-34000	ENDOCARDIUM, NOS
T-34100	ENDOCARDIUM OF RIGHT ATRIUM
T-34300	ENDOCARDIUM RIGHT VENTRICLE
T-34400	ENDOCARDIUM OF LEFT VENTRICLE
T-35000	CARDIAC VALVE, NOS
T-35010	ATRIOVENTRICULAR VALVE, NOS
T-35020	SEMILUNAR VALVE, NOS
T-35090	ALL CARDIAC VALVES, NOS
T-36000	TRICUSPID VALVE, NOS
T-37000	PULMONIC VALVE, NOS
T-38000	MITRAL VALVE
T-39000	AORTIC VALVE, NOS
T-3X100	PERICARDIAL FLUID
T-3X200	PERICARDIAL CAVITY
T-40000	BLOOD VESSEL, NOS
T-40010	ARTERIOLE, NOS
T-40050	CAPILLARY, NOS
T-40920	GREAT VESSELS, CS
T-41000	ARTERY, NOS
T-41020	TUNICA MEDIA OF ARTERY
T-41030	TUNICA ADVENTITIA OF ARTERY
T-41100	LUMEN OF ARTERY, NOS
T-41830	ARTERIES, ALL MEDIUM
T-41931	CAROTID ARTERY, RIGHT
T-41932	CAROTID ARTERY, LEFT
T-42000	AORTA, NOS
T-42010	AORTIC TUNICA INTIMA
T-42030	AORTIC TUNICA MEDIA
T-42040	AORTIC TUNICA ADVENTITIA
T-42050	PERIAORTIC TISSUE
T-42200	SINUS OF VALSALVA, NOS
T-42300	AORTIC ARCH
T-42400	DESCENDING THORACIC AORTA
T-42500	ABDOMINAL AORTA
T-43000	CORONARY ARTERY, NOS
T-43100	LEFT CORONARY ARTERY, NOS
T-43110	LEFT CORONARY ARTERY, ANTERIOR DESCENDING BRANCH
T-44000	PULMONARY ARTERY, NOS
T-44100	TRUNK OF PULMONARY ARTERY
T-44800	PULMONARY ARTERY, PERIPH BRNCHS
T-45000	ARTERY OF HEAD, NECK AND BRAIN
T-45010	CAROTID ARTERY, NOS
T-45100	COMMON CAROTID ARTERY, NOS
T-45110	RIGHT COMMON CAROTID ARTERY
T-45120	LEFT COMMON CAROTID ARTERY
T-45370	HYPOPHYSEAL ARTERY
T-45510	CEREBRAL ARTERY, NOS
T-45520	CIRCLE OF WILLIS, NOS
T-45600	MIDDLE CEREBRAL ARTERY, NOS
T-45700	VERTEBRAL ARTERY, NOS
T-45800	BASILAR ARTERY, NOS
T-46000	ARTERY OF THORAX AND ABDOMEN, NOS
T-46010	BRACHIOCEPHALIC ARTERY
T-46100	SUBCLAVIAN ARTERY, NOS
T-46110	RIGHT SUBCLAVIAN ARTERY
T-46120	LEFT SUBCLAVIAN ARTERY
T-46200	INTERNAL THORACIC ARTERY, NOS
T-46400	CELIAC ARTERY
T-46440	GASTRO-DUODENAL ARTERY
T-46460	SPLENIC ARTERY
T-46500	MESENTERIC ARTERY, NOS
T-46510	SUPERIOR MESENTERIC ARTERY
T-46560	COLIC ARTERY
T-46600	RENAL ARTERY, NOS
T-46610	RIGHT RENAL ARTERY
T-46620	LEFT RENAL ARTERY
T-46673	ARCUATE ARTERY OF KIDNEY
T-46700	ILIAC ARTERY, NOS
T-46710	COMMON ILIAC ARTERY, NOS
T-46820	UTERINE ARTERY
T-46830	VAGINAL ARTERY, NOS
T-46970	TESTICULAR ARTERY
T-47000	ARTERY OF EXTREMITY, NOS
T-47100	AXILLARY ARTERY, NOS
T-47110	RIGHT AXILLARY ARTERY
T-47120	LEFT AXILLARY ARTERY
T-47160	BRACHIAL ARTERY, NOS
T-47210	RIGHT ULNAR ARTERY
T-47400	FEMORAL ARTERY, NOS
T-47410	RIGHT FEMORAL ARTERY
T-47420	LEFT FEMORAL ARTERY
T-47500	POPLITEAL ARTERY, NOS
T-47510	RIGHT POPLITEAL ARTERY
T-47520	LEFT POPLITEAL ARTERY
T-47900	EMBRYONIC ARTERY, NOS
T-48000	VEIN, NOS
T-48010	VENULE
T-48100	VEIN OF HEAD AND NECK, NOS
T-48110	VEIN OF HEAD, NOS
T-48140	VEIN OF NECK, NOS
T-48150	JUGULAR VEINS, NOS
T-48160	EXTERNAL JUGULAR VEIN
T-48170	INTERNAL JUGULAR VEIN
T-48200	CEREBRAL VEIN
T-48300	THORACIC VEIN, NOS
T-48330	SUBCLAVIAN VEIN
T-48340	AZYGOUS VEIN
T-48360	INTERCOSTAL VEINS
T-48400	CARDIAC VEIN, NOS
T-48440	SMALL CARDIAC VEIN
T-48500	PULMONARY VEIN, NOS
T-48501	RIGHT PULMONARY VEIN, NOS
T-48502	LEFT PULMONARY VEIN, NOS
T-48600	VENA CAVA, NOS
T-48610	SUPERIOR VENA CAVA
T-48710	INFERIOR VENA CAVA
T-48720	HEPATIC VEIN, NOS
T-48730	CENTRAL VEINS OF LIVER
T-48740	RENAL VEINS, NOS
T-48742	LEFT TESTICULAR VEIN
T-48743	OVARIAN VEIN, LEFT
T-48750	SUPRARENAL VEIN, NOS
T-48780	OVARIAN VEIN, NOS
T-48782	RIGHT TESTICULAR VEIN
T-48783	OVARIAN VEIN, RIGHT
T-48784	PAMPINIFORM PLEXUS
T-48810	PORTAL VEIN, NOS
T-48860	INTESTINAL VEIN, NOS
T-48890	SPLENIC VEIN
T-49010	UTERINE VEINS
T-49021	UTERINE VENOUS PLEXUS
T-49080	PELVIC VEIN, NOS
T-49100	VEIN OF UPPER EXTREMITY, NOS
T-49240	CEPHALIC VEIN
T-49400	VEIN OF LOWER EXTREMITY, NOS
T-49410	FEMORAL VEIN, NOS
T-49530	GREAT SAPHENOUS VEIN
T-49700	VEIN OF SKULL, NOS
T-50000	DIGESTIVE SYSTEM, NOS
T-50010	GASTROINTESTINAL MUCOUS MEMBRANE, NOS
T-50100	GASTROINTESTINAL TRACT, NOS
T-50110	GASTROINTESTINAL TRACT, UPPER
T-50120	GASTROINTESTINAL TRACT, LOWER
T-50130	INTESTINAL MUCOUS MEMBRANE, NOS
T-50135	INTESTINAL EPITHELIUM
T-50136	INTESTINAL LAMINA PROPRIA
T-50500	INTESTINE, NOS
T-50600	BILIARY TRACT, NOS
T-50900	DIGESTIVE ORGANS AND PERITONEUM, CS
T-51000	MOUTH, NOS
T-51002	ANGLE OF MOUTH
T-51020	ORAL CAVITY
T-51030	ORAL MUCOUS MEMBRANE
T-51100	PALATE, NOS
T-51110	HARD PALATE
T-51120	SOFT PALATE
T-51320	BUCCAL POUCH
T-52000	LIP
T-52003	COMMISSURE OF LIPS
T-52100	UPPER LIP
T-52200	LOWER LIP, NOS
T-52800	BOTH LIPS
T-52920	LOWER LIP AND LOWER JAW, CS
T-52930	UPPER LIP, UPPER JAW AND PALATE, CS
T-53000	TONGUE, NOS
T-53010	MUCOUS MEMBRANE OF TONGUE
T-53100	DORSUM OF TONGUE, NOS
T-53110	TONGUE, DORSUM OF TIP OF
T-53120	DORSUM OF BODY OF TONGUE
T-53130	TONGUE, BASE
T-54000	TOOTH, GUM AND SUPPORTING STRUCTURE, NOS
T-54010	TOOTH, NOS
T-54011	OCCLUSAL SURFACE OF TOOTH
T-54012	VESTIBULAR SURFACE OF TOOTH
T-54013	LINGUAL SURFACE OF TOOTH
T-54020	CROWN OF TOOTH, NOS
T-54030	NECK OF TOOTH, NOS
T-54040	ROOT OF TOOTH, NOS
T-54041	APEX OF ROOT OF TOOTH
T-54060	PULP OF TOOTH
T-54070	DENTIN
T-54080	ENAMEL, NOS
T-54100	DEVELOPING TOOTH, NOS
T-54180	MAXILLARY TEETH, NOS
T-54190	MANDIBULAR TEETH, NOS
T-54200	PERMANENT TOOTH, NOS
T-54230	RIGHT MAXILLARY  1 ST  MOLAR TOOTH
T-54250	MAXILLARY RIGHT FIRST PREMOLAR TOOTH
T-54260	MAXILLARY RIGHT CUSPID TOOTH
T-54280	MAXILLARY RIGHT CENTRAL INCISOR TOOTH
T-54290	MAXILLARY LEFT CENTRAL INCISOR TOOTH
T-54310	MAXILLARY LEFT CUSPID TOOTH
T-54320	MAXILLARY LEFT 1ST PREMOLAR TOOTH
T-54410	MANDIBULAR LEFT 1ST PRE MOLAR TOOTH
T-54420	MANDIBULAR LEFT CUSPID TOOTH
T-54430	MANDIBULAR LEFT LATERAL TOOTH
T-54440	MANDIBULAR LEFT CENTRAL INCISOR TOOTH
T-54450	MANDIBULAR RIGHT CENTRAL INCISOR TOOTH
T-54470	MANDIBULAR RIGHT CUSPID TOOTH
T-54480	MANDIBULAR RIGHT 1ST PREMOLAR TOOTH
T-54490	MANDIBULAR RIGHT 2ND PREMOLAR TOOTH
T-54540	INCISOR TOOTH, NOS
T-54550	CANINE TOOTH, NOS
T-54560	PREMOLAR TOOTH, NOS
T-54570	MOLAR TOOTH, NOS
T-54580	SUPERNUMERARY TOOTH, NOS
T-54590	ALL PERMANENT TEETH, NOS
T-54600	DECIDUOUS TOOTH, NOS
T-54840	DECIDUOUS INCISOR TOOTH, NOS
T-54850	DECIDUOUS CANINE TOOTH, NOS
T-54860	DECIDUOUS PREMOLAR TOOTH, NOS
T-54870	DECIDUOUS MOLAR TOOTH, NOS
T-54880	DECIDUOUS SUPERNUMERARY TOOTH, NOS
T-54890	ALL DECIDUOUS TEETH, NOS
T-54900	GUM AND SUPPORTING STRUCTURE OF TOOTH, NOS
T-54910	GUM, NOS
T-54920	GUM OF MAXILLA
T-54930	GUM OF MANDIBLE
T-54940	GINGIVAL MUCOUS MEMBRANE
T-54990	PERIODONTAL TISSUES, NOS
T-55000	SALIVARY GLAND, NOS
T-55080	SALIVARY GLAND DUCT, NOS
T-55100	PAROTID GLAND, NOS
T-55200	SUBLINGUAL GLAND, NOS
T-55300	SUBMAXILLARY GLAND, NOS
T-55310	RIGHT SUBMAXILLARY GLAND
T-55320	LEFT SUBMAXILLARY GLAND
T-55400	MINOR SALIVARY GLAND
T-56000	LIVER, NOS
T-56010	RIGHT LOBE OF LIVER, NOS
T-56020	LEFT LOBE OF LIVER, NOS
T-56060	HEPATIC CAPSULE, NOS
T-56090	VISCERAL ASPECT OF LIVER, NOS
T-56100	PORTAL TRACT, NOS
T-56110	INTRAHEPATIC BILE DUCT
T-56120	INTERLOBULAR BILE DUCT
T-56130	INTRALOBULAR BILE DUCT
T-56140	PERIPORTAL BILE DUCTULE
T-56150	BILE CANALICULUS
T-56210	CENTRILOBULAR REGION OF LIVER
T-56230	PERIPHERAL LOBULAR REGION OF LIVER
T-56240	HEPATIC SINUSOID
T-56250	KUPFFER CELL
T-56260	HEPATOCYTE
T-56940	LIVER AND DIAPHRAGM, CS
T-56980	LIVER AND INTESTINE, CS
T-57000	GALLBLADDER, NOS
T-57100	MUCOSA OF GALL BLADDER
T-57300	SEROSA OF GALL BLADDER
T-57940	GALLBLADDER AND COMMON BILE DUCT, CS
T-58000	EXTRAHEPATIC BILE DUCT, NOS
T-58010	BILE DUCT MUCOUS MEMBRANE
T-58400	CYSTIC DUCT
T-58500	COMMON BILE DUCT, NOS
T-58700	AMPULLA OF VATER
T-59000	EXOCRINE PANCREAS, NOS
T-59010	PANCREATIC DUCT, NOS
T-59020	MUCOUS GLAND PANCREATIC DUCT
T-59060	INTERLOBULAR DUCT OF PANCREAS
T-59090	PANCREATIC ACINUS
T-59100	HEAD OF PANCREAS
T-59300	TAIL OF PANCREAS
T-59500	PANCREATIC INTERSTITIAL TISSUE
T-59510	PERIPANCREATIC TISSUE
T-5X000	SALIVA
T-5Y010	BILE, NOS
T-60000	PHARYNX, NOS
T-60110	PHARYNGEAL MUCOUS MEMBRANE
T-60200	OROPHARYNX, NOS
T-61100	TONSIL, NOS
T-61210	MUCOUS MEMBRANE OF TONSIL
T-62000	ESOPHAGUS, NOS
T-62010	ESOPHAGEAL MUCOUS MEMBRANE
T-62040	ESOPHAGEAL SUBMUCOSA
T-62100	ESOPHAGUS, CERVICAL
T-62400	PERI-ESOPHAGEAL TISSUE
T-63000	STOMACH, NOS
T-63010	GASTRIC MUCOUS MEMBRANE
T-63011	GASTRIC RUGAE
T-63110	GASTRIC SUBMUCOSA
T-63140	GASTRIC SEROSA
T-63210	LESSER CURVATURE OF STOMACH
T-63220	GREATER CURVATURE OF STOMACH
T-63230	WALL OF STOMACH, NOS
T-63250	POSTERIOR WALL OF STOMACH
T-63300	GASTRIC CARDIA
T-63400	GASTRIC FUNDUS
T-63600	PYLORIC ANTRUM
T-63700	PYLORUS
T-63850	OMENTUM, NOS
T-63910	STOMACH AND JEJUNUM
T-63950	STOMACH AND SMALL INTESTINE, CS
T-64000	SMALL INTESTINE, NOS
T-64020	SMALL INTESTINE MUCOUS MEMBRANE
T-64026	SMALL INTESTINE LAMINA PROPRIA
T-64040	INTESTINAL VILLUS
T-64060	SMALL INTESTINE SUBMUCOSA
T-64070	SMALL INTESTINE MUSCULARIS PROPRIA
T-64080	PEYERS PATCH
T-64120	SMALL INTESTINE SEROSA
E-YY172	MOBILUNCUS SP.
T-58910	BILE DUCT AND LIVER, CS
E-14870	CLOSTRIDIUM RAMOSUM
T-11426	ULNAR NOTCH OF RADIUS
D-07360	PNEUMOCYSTOSIS
D-07430	SCHISTOSOMIASIS, NOS
T-81110	FORNIX OF VAGINA, NOS
E-YY173	ENTEROCOCCUS FAECALIS
E-YY174	CAMPYLOBACTER NAR
T-Y8510	RIGHT FOREARM
D-12510	GLYCOGEN STORAGE DISEASE, NOS
P-20210	SPECIMEN COLLECTION, MICROBIOLOGY, SWAB
T-0Y300	MAMMARY FLUID, NOS
T-1X558	APOPHYSIS, NOS
E-48000	ARTHROPOD, NOS
E-22500	PEPTOSTREPTOCOCCUS, NOS
E-12160	EIKENELLA CORRODENS
E-10510	ACINETOBACTER CALCOACETICUS
E-22960	PROPIONIBACTERIUM ACNES
T-6X800	COLONIC MUCUS
T-76350	PREPUTIAL GLAND
E-15810	ENTEROBACTER CLOACAE
T-03650	SUBCUTANEOUS TISSUE OF HAND, NOS
E-13740	CAMPYLOBACTER SPUTORUM
E-YY175	YERSINIA KRISTENSENII
T-2Y411	BRONCHIAL MUCUS, NOS
T-2X310	NASOPHARYNGEAL MUCUS
E-17860	FUSOBACTERIUM NECROPHORUM
P-YY121	IMMUNIZATION, NOS
T-Y9520	LEFT ANKLE
E-YY176	ACTINOBACILLUS UREAE
P-YY122	MICROBIAL CULTURE, COMPLEX: HELICOBACTER
T-YY871	GALT (GUT ASSOCIATED LYMPHOID TISSUE)
T-YY872	BALT (BRONCHO ASSOCIATED LYMPHOID TISSUE)
F-YY010	GEOPHAGY (DIRT EATING)
E-YY177	HELICOBACTER PYLORI
F-79070	ASPIRATION, FLUID UNSPECIFIED
P-91660	STRUCTURAL ANALYSIS
F-23420	TRYPSIN
P-00530	HOSPITAL ADMISSION, MOTHER, FOR OBS., DLVD. OUTSIDE HOSPITAL
P-00540	HOSPITAL ADMISSION, INFANT, FOR OBS., DLVD. OUTSIDE HOSPITAL
F-X0800	PHOTOPHOBIA
T-03303	SUBCUTANEOUS TISSUE OF SUBMANDIBULAR AREA
D-01400	MENINGOCOCCAL INFECTION, NOS
D-03890	NONBACTERIAL GASTROENTERITIS
M-71620	GOITER, COLLOID
E-YY178	SERRATIA  LIQUIFACIENS
E-16810	SERRATIA MARCESCENS
M-09250	TISSUE REMOVED AT NECROPSY, NOS
E-12010	BACTERIODES FRAGILIS
E-22510	PEPTOSTREPTOCOCCUS ANAEROBIUS
E-40060	ALTERNARIA, NOS
E-15280	CORYNEBACTERIUM BOVIS
F-34280	BREECH PRESENTATION
T-YY010	CRYPT, NOS
T-03630	SUBCUTANEOUS TISSUE OF FOREARM, NOS
E-10900	AEROCOCCUS, NOS
T-81910	VAGINO-PERINEAL, CS
E-42450	SCOPULARIOPSIS, NOS
E-42900	TRICHOSPORON, NOS
T-63520	PYLORIC PORTION OF STOMACH
E-YY179	CAMPYLOBACTER LARI
T-10835	COCCYGEAL VERTEBRA, NOS
F-62370	LOOSE STOOL
E-24710	STREPTOBACILLUS MONILIFORMIS
E-18420	HAEMOPHILUS PARAPHROHAEMOLYTICUS
P-18360	HAEMOPHILUS PARAHAEMOLYTICUS
E-25410	STREPTOCOCCUS MITIS
E-18360	HAEMOPHILUS PARAHAEMOLYTICUS
E-YY180	STREPTOCOCCUS MORBILLORUM
T-8X210	VAGINAL CYTOLOGIC MATERIAL, NOS
E-YY181	ATRACURIUM
E-YY182	VECURONIUM (NORCURON)
E-19830	MORAXELLA NONLIQUEFACIENS
E-11101	ACHROMOBACTER XYLOSOXIDANS
M-40640	PUS, NOS.
T-11755	BONE OF FOOT, NOS
E-YY183	GASTRIC SPIRAL BACTERIA
M-12520	FRACTURE, HEALED, FIBROUS UNION
F-00330	PROBLEM, RADIOGRAPHIC EXAMINATION ABNORMAL
E-25070	STREPTOCOCCUS SANGUIS
E-72090	CLINDAMYCIN (CLEOCINPHOSPHATE)
M-13016	LUXATION, LATERAL
M-02950	SHADOW, NOS
T-08450	GASTRIC LYMPH NODE
T-12050	SYNOVIAL MEMBRANE
T-67950	COLON AND SKIN, CS
E-YY184	ESCHERICHIA HERMANII
E-YY185	INCONCLUSIVE RESULTS
M-44260	TUBERCULOID REACTION
T-6X100	PHARYNGEAL MUCUS
F-Y1600	SELF-INFLICTED INJURY, NOS
M-01520	OBLITERATION, NOS
D-07280	NEMATODE INFECTION, NOS
T-YY873	GOBLET CELL
T-10730	ALL THORACIC VERTEBRAE
T-X5110	CEREBRAL PEDUNCLE
T-67020	COLONIC CRYPT OF LIEBERKUHN
T-71210	BOWMAN'S CAPSULE, VISCERAL LAYER
P-26600	BLOOD UNIT COLLECTION, NOS
M-YY011	WOUND, CRUSHING
M-YY012	WOUND, DEGLOVING
M-YY013	WOUND, FLAP
T-XY702	LEFT INNER EAR
T-XY701	RIGHT INNER EAR
T-Y6100	PELVIC VISCERA
T-6X600	JEJUNAL JUICE
P-12760	INSERTION OF IMPLANTATION OR THERAPEUTIC DEVICE, OPEN
T-11722	MEDIAL ARTICULAR FACET OF PATELLA
T-18440	LATERAL COLLATERAL LIGAMENT OF KNEE JOINT
P-08110	PRESCRIPTION OF DRUG, PROPHYLACTIC, ANTIBIOTIC
E-YY186	ACREMONIUM, NOS
E-41250	CURVULARIA, NOS
P-63360	PERIODONTAL SCALING AND ROOT PLANING
E-14430	CLOSTRIDIUM BIFERMENTANS
T-Y2120	LEFT THORAX
M-31760	BOWING
T-11732	LATERAL CONDYLE (PLATEAU) OF TIBIA
T-11731	MEDIAL CONDYLE (PLATEAU) OF TIBIA
E-11150	ACHROMOBACTER XYLOSOXIDANS
M-01460	COMPRESSED STRUCTURE, NOS
E-YY187	GROUP D NON-ENTEROCOCCUS SP.
M-12006	FRACTURE, HEALING
E-94750	SHOTGUN PELLET
E-72330	VANCOMYCIN
F-89380	BONE RESORPTION, NOS
M-47320	GLIAL NODULES
M-99701	CHRONIC LYMPHOPROLIFERATIVE DISEASE
D-67250	FOCAL EMBOLIC NEPHRITIS SYNDROME
T-X0550	PERINEURIUM
E-46880	SCHISTOSOMA JAPONICUM
T-Y9001	LOWER EXTREMITY, GLUTEAL REGION
T-13690	TRICEPS BRACHII MUSCLE
M-36504	EDEMA, PITTING
E-46660	FASCIOLA HEPATICA
E-YY188	BUCKLEYENTEROBIUS
E-46700	GASTRODISCOIDES, NOS
E-90190	CLAMP
F-97340	ORPHAN
M-YY014	BLOODY URINE
E-42910	TRICHOSPORON BEIGELII
E-22400	PEPTOCOCCUS, NOS
E-YY189	GARDNERELLA VAGINALIS
E-25500	STREPTOMYCES, NOS
D-21900	HYPERTHYROIDISM, NOS
T-55410	DUCT OF MINOR SALIVARY GLAND
T-1X100	FIBROUS TISSUE
T-64900	SMALL INTESTINE AND LARGE INTESTINE
E-YY190	MIXED FLORA
P-14860	SURGICAL FLAP, CONSTRUCTION
T-71060	RENAL CORTICAL INTERSTITIAL TISSUE
E-43310	PNEUMOCYSTIS CARINII
T-Y4401	SEROUS LAYER OF PERITONEUM
T-8Y310	AMNIOTIC CYTOLOGIC MATERIAL
E-YY191	CEFTRIAXONE
M-59200	NEUTROPENIA
E-YY192	CIPROFLOXACIN
E-YY193	NEGATIVE SALMONELLA CULTURE
T-06540	MEGAKARYOCYTE
M-69430	MULTINUCLEATE CELL, NOS
T-05300	PLASMACYTIC TISSUE
T-09020	LYMPH, NOS
T-86310	MESOMETRIUM
E-YY194	GLYCOSAMINOGLYCAN
E-YY034	VEHICLE/CONTROL
E-YY035	ZONA PEPTIDE-KLH(KEYHOLE LIMPET HEMOCYANIN) IN TITER MAX ADJ
E-YY036	ZONA PEPTIDE-KLH(KEYHOLE LIMPET HEMOCYANIN) IN SAF VEHICLE
E-YY037	CONTRACEPTIVE VACCINE
E-YY195	RENIN INHIBITOR
E-YY196	ZONA PROTEIN
E-YY044	METRODIN (HFSH) (HORMONE)
E-YY197	PERGONAL (HMG) (HORMONE)
E-YY198	HUMAN CHORIONIC GONATOTROPIN (HORMONE)
P-YY123	NASOGASTRIC INTUBATION (NGT)
E-YY199	MITOCHONDRIAL AUTO-ANTIGEN (ENZYME)
E-YY200	MALARIA TREATMENT, NGT (CHLOROQUINE/PRIMAQUINE)
E-YY201	MEASLES VACCINE, LIVE, ADMINISTERED SUBCUTANEOUS
E-07798	OXYMORPHONE
E-0721X	CEFAZOLIN SODIUM
E-YY202	CEFOXITIN SODIUM
T-YY874	LEFT BRACHIAL ARTERY
T-YY875	LEFT BRACHIAL VEIN
E-YY203	PROGESTERONE ANTAGONIST
E-YY204	APOMORPHINE, DA AGONIST
E-YY205	OVALBUMIN PROTEIN
E-YY206	MPTP HCL, INDUCES PARKINSONS DISEASE
E-YY207	ANTIBIOTICS
E-YY208	ESERINE
E-07741	L-DOPA
E-05007	RADIOISOTOPE, NOS
E-YY209	NALTREXONE (OPIATE REVERSAL)
E-8555O	ESTRADIOL
P-YY124	SHIGELLA SCREEN
P-YY125	FUNGI CULTURE
E-YY210	MIXED GROWTH
T-X0960	SPINAL CORD AND MENINGES, CS
T-57920	GALL BLADDER
M-YY015	NO REMARKABLE FINDINGS
E-YY211	SIMIAN RETROVIRUS TYPE D POSITIVE
T-YY876	CORNEA SCRAPPING
M-68120	BASEMENT MEMBRANE THICKENING
T-2X700	PLEURAL
M-01440	DISRUPTION
T-U4000	COLITIS
T-0X090	ENCEPHALOMYELITIS
T-05128	MACROPHAGES
T-XX111	MENINGITIS
E-80610	FAT
T-05500	LEUCOCYTOSIS
M-79380	REGENERATION
T-89360	MESONEPHRIC DUCT
T-25120	TRACHEAL BASEMENT MEMBRANE
M-06540	MEGAKARYOCYTOSIS
T-25910	TRACHEOBRONCHIAL
T-01140	SQUAMOUS
T-46420	HEPATIC
E-48720	MITES
T-05130	ENDOTHELIAL
M-54180	NECROBIOSIS
F-88700	ADRENOMEDULLARY
T-X4100	SPINAL CORD
T-40300	CHEEK POUCH
M-21310	HYPOCELLULARITY
F-12160	FIBER
T-63920	GASTROENTEROCOLITIS
M-53302	SCLEROSIS
T-YY877	CAGE LIXIT
P-YY126	KOH PREP
E-YY212	NEGATIVE FOR SALMONELLA & SHIGELLA
E-22900	PROPIONIBACTERIUM, NOS
E-YY213	IM IMMUNIZATION, HIV ENVELOPE PROTEIN (RGP130)
T-8X340	CERVICAL CANAL/ENDOCERVICAL CANAL
E-YY214	NEGATIVE FOR NEOSPORA
P-YY127	GIARDIA
P-YY128	ACID FAST BACILLI
P-YY129	CRYPTO BY IFA
P-YY130	GIARDIA BY IFA
P-YY131	ACID FAST
P-YY132	FECAL FLOATATION
P-YY133	CELLS ONLY
P-YY134	ROTOVIRUS AND FREEZE
T-YY878	CULTURE SWAB
T-YY879	PUMP SITE #4
T-YY880	PUMP SITE #1
T-YY881	PUMP SITES #1, 2, 3 & 4
T-YY882	ORAL SWAB
T-YY883	SEROMA
T-YY884	ABDOMINAL CENTESIS
T-YY885	UTERINE LUMEN
T-YY886	BACK LESION
E-YY216	STREPTOCOCCUS GROUP G, BETA HEMOLYTIC
E-YY217	MIXED GRAM POSITIVE VAGINAL FLORA
E-YY215	NEGATIVE FOR GIARDIA/CRYPTO BY IFA
E-YY218	SX CULL-USDA
E-YY219	GLIPIZIDE
E-YY220	CRYPTOSPORIDIUM IFA
E-YY221	GIARDIA IFA
E-YY222	ACID FAST BACILLI
E-YY223	BUDDING YEAST
P-YY135	STAIN FOR ACID FAST BACILLI
P-YY136	CRYPTOSPORIDIA/GIARDIA IFA
E-YY225	KETOPROFEN INJECTABLE
M-80009	NEOPLASM, MALIGNANT, UNCERTAIN WHETHER PRIMARY OR METASTATIC
M-80100	EPITHELIAL TUMOR, BENIGN
M-80106	CARCINOMA, METASTATIC, NOS
M-80109	CARCINOMATOSIS
M-80113	EPTHIELIOMA, MALIGNANT
M-80123	LARGE CELL CARCINOMA, NOS
M-80213	CARINOMA, ANAPLASTIC TYPE, NOS
M-80223	PLEOMORPHIC CARCINOMA
M-80502	PAPILLARY CARCINOMA IN-SITU
M-80503	PAPILLARY CARINOMA, NOS
F-Y1970	DEATH, IN QUARANTINE
E-YY226	LIVER-IRON-VITAMINS NO.1
T-Y0204	ORAL REGION OF FACE
T-XX818	MEDIAL PALPEBRAL LIGAMENT
P-YY137	CYCLOSPORA SCREEN
P-YY225	NEGATIVE FOR CYCLOSPORA BY ACID FAST STAIN
E-YY224	NEGATIVE FOR CYCLOSPORA BY ACID FAST STAIN
T-YY887	STIFLE TAP
P-YY138	NOCARDIA
T-YY888	UTERINE CLOT CAPSULE
E-YY227	ENTEROBACTER SOKAZAKII
E-YY228	EIKENELLA CORRODENS
T-YY889	TRACHEAL WASH
T-YY890	GASTRIC BIOPSY
E-YY229	HELICOBACTER
E-YY230	ACHIOMOBACTER XYLOSOXIDANS
T-YY891	SKIN SCRAPING
T-YY892	JOINT TAP
T-YY893	STIFLE JOINT ASPIRATE
T-YY894	PUMP SITE #2
T-YY895	PUMP SITE #3
E-04245	SCOPULARIOPSIS, NOS
E-YY231	AUREOBASIDIUM PULLULANS
D-65100	RENAL FAILURE SYNDROME
T-89480	HIND LIMBS
T-Y6251	PERIRECTAL
E-40260	RHIZOPUS SP.
E-YY240	OLSALAZINE
E-YY241	LEUPROLITE ACETATE DEPOT
E-YY242	ERYTHROMYCIN 200 INJECTABLE
E-YY232	HAEMOPHILUS INFLUENZA TYPE B
E-YY233	HAEMOPHILUS INFLUENZE TYPE B/HEPATITIS B
E-YY234	HAEMOPHILUS INFLUENZA TYPE B/HEPATITIS B/POLIO
E-YY235	HAEMOPHILUS INFLUENZA TYPE B BIVALENT
E-YY236	HAEMOPHILUS INFLUENZA TYPE B, THIMEROSAL-FREE
E-YY237	HAEMOPHILUS INFLUENZA TYPE B/HEPATITIS B CONTROL
P-YY139	FETAL INJECTION WITH PARENTAL HEMATOPOETIC STEM CELLS
P-YY140	FETAL INJECTION WITH PORCINE HEMATOPOETIC STEM CELLS
P-YY141	FETAL INJECTION WITH HUMAN HEMATOPOETIC STEM CELLS
E-YY238	BISULFAN (CHEMOTHERAPY AGENT)
P-60310	DENTAL PROPHYLAXIS, ADULT
P-62220	PULPOTOMY SECONDARY
P-YY142	TRANSPLANT OF KIDNEY, NOS
F-87030	ABSENCE, SIMPLE ABSENCE
P-X6000	RADIONUCLIDE STUDY, VOLUME DILUTION, NOS
T-54330	MAXILLARY LEFT SECOND PREMOLAR TOOTH
E-YY239	AZT (ANITVIRAL)
E-YY244	BETA INTERFERON
